"ID","Height_Ext","Length_Ext","Width_Ext","Thick","Volume_Intermal","Price_RRC"
"2.2_4.06_7.8_80","2.2","4.06","7.8","80","60.78","667723"
"2.2_4.2_4.2_80","2.2","4.2","4.2","80","33.3","427673"
"2.2_4.2_4.36_80","2.2","4.2","4.36","80","34.61","437428"
"2.2_4.2_4.5_80","2.2","4.2","4.5","80","35.77","447184"
"2.2_4.2_4.66_80","2.2","4.2","4.66","80","37.09","458333"
"2.2_4.2_4.8_80","2.2","4.2","4.8","80","38.24","468088"
"2.2_4.2_4.96_80","2.2","4.2","4.96","80","39.56","479237"
"2.2_4.2_5.1_80","2.2","4.2","5.1","80","40.71","494904"
"2.2_4.2_5.26_80","2.2","4.2","5.26","80","42.03","506053"
"2.2_4.2_5.4_80","2.2","4.2","5.4","80","43.19","515809"
"2.2_4.2_5.56_80","2.2","4.2","5.56","80","44.5","526958"
"2.2_4.2_5.7_80","2.2","4.2","5.7","80","45.66","536713"
"2.2_4.2_5.86_80","2.2","4.2","5.86","80","46.98","547862"
"2.2_4.2_6_80","2.2","4.2","6","80","48.13","557618"
"2.2_4.2_6.16_80","2.2","4.2","6.16","80","49.45","568767"
"2.2_4.2_6.3_80","2.2","4.2","6.3","80","50.6","578522"
"2.2_4.2_6.46_80","2.2","4.2","6.46","80","51.92","589671"
"2.2_4.2_6.6_80","2.2","4.2","6.6","80","53.08","599427"
"2.2_4.2_6.76_80","2.2","4.2","6.76","80","54.39","610576"
"2.2_4.2_6.9_80","2.2","4.2","6.9","80","55.55","620331"
"2.2_4.2_7.06_80","2.2","4.2","7.06","80","56.87","631480"
"2.2_4.2_7.2_80","2.2","4.2","7.2","80","58.02","641236"
"2.2_4.2_7.36_80","2.2","4.2","7.36","80","59.34","652385"
"2.2_4.2_7.5_80","2.2","4.2","7.5","80","60.49","662140"
"2.2_4.2_7.66_80","2.2","4.2","7.66","80","61.81","673289"
"2.2_4.2_7.8_80","2.2","4.2","7.8","80","62.97","683045"
"2.2_4.2_7.96_80","2.2","4.2","7.96","80","64.28","694194"
"2.2_4.36_4.36_80","2.2","4.36","4.36","80","35.99","448860"
"2.2_4.36_4.5_80","2.2","4.36","4.5","80","37.19","458863"
"2.2_4.36_4.66_80","2.2","4.36","4.66","80","38.56","470295"
"2.2_4.36_4.8_80","2.2","4.36","4.8","80","39.76","480297"
"2.2_4.36_4.96_80","2.2","4.36","4.96","80","41.13","497641"
"2.2_4.36_5.1_80","2.2","4.36","5.1","80","42.33","507644"
"2.2_4.36_5.26_80","2.2","4.36","5.26","80","43.7","519075"
"2.2_4.36_5.4_80","2.2","4.36","5.4","80","44.9","529078"
"2.2_4.36_5.56_80","2.2","4.36","5.56","80","46.27","540510"
"2.2_4.36_5.7_80","2.2","4.36","5.7","80","47.47","550513"
"2.2_4.36_5.86_80","2.2","4.36","5.86","80","48.84","561945"
"2.2_4.36_6_80","2.2","4.36","6","80","50.04","571948"
"2.2_4.36_6.16_80","2.2","4.36","6.16","80","51.41","583380"
"2.2_4.36_6.3_80","2.2","4.36","6.3","80","52.61","593382"
"2.2_4.36_6.46_80","2.2","4.36","6.46","80","53.98","604814"
"2.2_4.36_6.6_80","2.2","4.36","6.6","80","55.18","614817"
"2.2_4.36_6.76_80","2.2","4.36","6.76","80","56.55","626249"
"2.2_4.36_6.9_80","2.2","4.36","6.9","80","57.75","636252"
"2.2_4.36_7.06_80","2.2","4.36","7.06","80","59.12","647684"
"2.2_4.36_7.2_80","2.2","4.36","7.2","80","60.32","657687"
"2.2_4.36_7.36_80","2.2","4.36","7.36","80","61.69","669118"
"2.2_4.36_7.5_80","2.2","4.36","7.5","80","62.89","679121"
"2.2_4.36_7.66_80","2.2","4.36","7.66","80","64.26","690553"
"2.2_4.36_7.8_80","2.2","4.36","7.8","80","65.46","700556"
"2.2_4.36_7.96_80","2.2","4.36","7.96","80","66.83","711988"
"2.2_4.36_8.1_80","2.2","4.36","8.1","80","68.03","721991"
"2.2_4.5_4.5_80","2.2","4.5","4.5","80","38.42","469082"
"2.2_4.5_4.66_80","2.2","4.5","4.66","80","39.84","480761"
"2.2_4.5_4.8_80","2.2","4.5","4.8","80","41.08","496892"
"2.2_4.5_4.96_80","2.2","4.5","4.96","80","42.5","508571"
"2.2_4.5_5.1_80","2.2","4.5","5.1","80","43.74","518791"
"2.2_4.5_5.26_80","2.2","4.5","5.26","80","45.15","530470"
"2.2_4.5_5.4_80","2.2","4.5","5.4","80","46.39","540689"
"2.2_4.5_5.56_80","2.2","4.5","5.56","80","47.81","552369"
"2.2_4.5_5.7_80","2.2","4.5","5.7","80","49.05","562588"
"2.2_4.5_5.86_80","2.2","4.5","5.86","80","50.47","574267"
"2.2_4.5_6_80","2.2","4.5","6","80","51.71","584487"
"2.2_4.5_6.16_80","2.2","4.5","6.16","80","53.12","596166"
"2.2_4.5_6.3_80","2.2","4.5","6.3","80","54.36","606385"
"2.2_4.5_6.46_80","2.2","4.5","6.46","80","55.78","618065"
"2.2_4.5_6.6_80","2.2","4.5","6.6","80","57.02","628284"
"2.2_4.5_6.76_80","2.2","4.5","6.76","80","58.43","639963"
"2.2_4.5_6.9_80","2.2","4.5","6.9","80","59.67","650182"
"2.2_4.5_7.06_80","2.2","4.5","7.06","80","61.09","661862"
"2.2_4.5_7.2_80","2.2","4.5","7.2","80","62.33","672081"
"2.2_4.5_7.36_80","2.2","4.5","7.36","80","63.75","683760"
"2.2_4.5_7.5_80","2.2","4.5","7.5","80","64.99","693980"
"2.2_4.5_7.66_80","2.2","4.5","7.66","80","66.4","705659"
"2.2_4.5_7.8_80","2.2","4.5","7.8","80","67.64","715878"
"2.2_4.5_7.96_80","2.2","4.5","7.96","80","69.06","727558"
"2.2_4.5_8.1_80","2.2","4.5","8.1","80","70.3","737777"
"2.2_4.5_8.26_80","2.2","4.5","8.26","80","71.71","749456"
"2.2_4.66_4.66_80","2.2","4.66","4.66","80","41.31","498635"
"2.2_4.66_4.8_80","2.2","4.66","4.8","80","42.6","509102"
"2.2_4.66_4.96_80","2.2","4.66","4.96","80","44.06","521064"
"2.2_4.66_5.1_80","2.2","4.66","5.1","80","45.35","531530"
"2.2_4.66_5.26_80","2.2","4.66","5.26","80","46.82","543492"
"2.2_4.66_5.4_80","2.2","4.66","5.4","80","48.1","553959"
"2.2_4.66_5.56_80","2.2","4.66","5.56","80","49.57","565921"
"2.2_4.66_5.7_80","2.2","4.66","5.7","80","50.86","576388"
"2.2_4.66_5.86_80","2.2","4.66","5.86","80","52.33","588350"
"2.2_4.66_6_80","2.2","4.66","6","80","53.61","598817"
"2.2_4.66_6.16_80","2.2","4.66","6.16","80","55.08","610779"
"2.2_4.66_6.3_80","2.2","4.66","6.3","80","56.37","621246"
"2.2_4.66_6.46_80","2.2","4.66","6.46","80","57.83","633208"
"2.2_4.66_6.6_80","2.2","4.66","6.6","80","59.12","643674"
"2.2_4.66_6.76_80","2.2","4.66","6.76","80","60.59","655636"
"2.2_4.66_6.9_80","2.2","4.66","6.9","80","61.87","666103"
"2.2_4.66_7.06_80","2.2","4.66","7.06","80","63.34","678065"
"2.2_4.66_7.2_80","2.2","4.66","7.2","80","64.63","688532"
"2.2_4.66_7.36_80","2.2","4.66","7.36","80","66.1","700494"
"2.2_4.66_7.5_80","2.2","4.66","7.5","80","67.38","710961"
"2.2_4.66_7.66_80","2.2","4.66","7.66","80","68.85","722923"
"2.2_4.66_7.8_80","2.2","4.66","7.8","80","70.14","733389"
"2.2_4.66_7.96_80","2.2","4.66","7.96","80","71.6","745352"
"2.2_4.66_8.1_80","2.2","4.66","8.1","80","72.89","755818"
"2.2_4.66_8.26_80","2.2","4.66","8.26","80","74.36","767780"
"2.2_4.66_8.4_80","2.2","4.66","8.4","80","75.64","778247"
"2.2_4.8_4.8_80","2.2","4.8","4.8","80","43.920384","519785"
"2.2_4.8_4.96_80","2.2","4.8","4.96","80","45.43488","531994"
"2.2_4.8_5.1_80","2.2","4.8","5.1","80","46.760064","542678"
"2.2_4.8_5.26_80","2.2","4.8","5.26","80","48.27456","554887"
"2.2_4.8_5.4_80","2.2","4.8","5.4","80","49.599744","565570"
"2.2_4.8_5.56_80","2.2","4.8","5.56","80","51.11424","577780"
"2.2_4.8_5.7_80","2.2","4.8","5.7","80","52.439424","588463"
"2.2_4.8_5.86_80","2.2","4.8","5.86","80","53.95392","600672"
"2.2_4.8_6_80","2.2","4.8","6","80","55.279104","611356"
"2.2_4.8_6.16_80","2.2","4.8","6.16","80","56.7936","623565"
"2.2_4.8_6.3_80","2.2","4.8","6.3","80","58.118784","634248"
"2.2_4.8_6.46_80","2.2","4.8","6.46","80","59.63328","646458"
"2.2_4.8_6.6_80","2.2","4.8","6.6","80","60.958464","657141"
"2.2_4.8_6.76_80","2.2","4.8","6.76","80","62.47296","669350"
"2.2_4.8_6.9_80","2.2","4.8","6.9","80","63.798144","680034"
"2.2_4.8_7.06_80","2.2","4.8","7.06","80","65.31264","692243"
"2.2_4.8_7.2_80","2.2","4.8","7.2","80","66.637824","702926"
"2.2_4.8_7.36_80","2.2","4.8","7.36","80","68.15232","715136"
"2.2_4.8_7.5_80","2.2","4.8","7.5","80","69.477504","725819"
"2.2_4.8_7.66_80","2.2","4.8","7.66","80","70.992","738029"
"2.2_4.8_7.8_80","2.2","4.8","7.8","80","72.317184","748712"
"2.2_4.8_7.96_80","2.2","4.8","7.96","80","73.83168","760921"
"2.2_4.8_8.1_80","2.2","4.8","8.1","80","75.156864","771604"
"2.2_4.8_8.26_80","2.2","4.8","8.26","80","76.67136","783814"
"2.2_4.8_8.4_80","2.2","4.8","8.4","80","77.996544","794497"
"2.2_4.8_8.56_80","2.2","4.8","8.56","80","79.51104","806707"
"2.2_4.96_4.96_80","2.2","4.96","4.96","80","47","544487"
"2.2_4.96_5.1_80","2.2","4.96","5.1","80","48.37","555417"
"2.2_4.96_5.26_80","2.2","4.96","5.26","80","49.94","567909"
"2.2_4.96_5.4_80","2.2","4.96","5.4","80","51.31","578840"
"2.2_4.96_5.56_80","2.2","4.96","5.56","80","52.88","591332"
"2.2_4.96_5.7_80","2.2","4.96","5.7","80","54.25","602263"
"2.2_4.96_5.86_80","2.2","4.96","5.86","80","55.81","614755"
"2.2_4.96_6_80","2.2","4.96","6","80","57.19","625686"
"2.2_4.96_6.16_80","2.2","4.96","6.16","80","58.75","638178"
"2.2_4.96_6.3_80","2.2","4.96","6.3","80","60.12","649109"
"2.2_4.96_6.46_80","2.2","4.96","6.46","80","61.69","661601"
"2.2_4.96_6.6_80","2.2","4.96","6.6","80","63.06","672531"
"2.2_4.96_6.76_80","2.2","4.96","6.76","80","64.63","685024"
"2.2_4.96_6.9_80","2.2","4.96","6.9","80","66","695954"
"2.2_4.96_7.06_80","2.2","4.96","7.06","80","67.56","708447"
"2.2_4.96_7.2_80","2.2","4.96","7.2","80","68.94","719377"
"2.2_4.96_7.36_80","2.2","4.96","7.36","80","70.5","731869"
"2.2_4.96_7.5_80","2.2","4.96","7.5","80","71.87","742800"
"2.2_4.96_7.66_80","2.2","4.96","7.66","80","73.44","755292"
"2.2_4.96_7.8_80","2.2","4.96","7.8","80","74.81","766223"
"2.2_4.96_7.96_80","2.2","4.96","7.96","80","76.38","778715"
"2.2_4.96_8.1_80","2.2","4.96","8.1","80","77.75","789646"
"2.2_4.96_8.26_80","2.2","4.96","8.26","80","79.32","802138"
"2.2_4.96_8.4_80","2.2","4.96","8.4","80","80.69","813069"
"2.2_4.96_8.56_80","2.2","4.96","8.56","80","82.25","825561"
"2.2_4.96_8.7_80","2.2","4.96","8.7","80","83.62","836492"
"2.2_5.1_5.1_80","2.2","5.1","5.1","80","49.78","566564"
"2.2_5.1_5.26_80","2.2","5.1","5.26","80","51.4","579304"
"2.2_5.1_5.4_80","2.2","5.1","5.4","80","52.81","590451"
"2.2_5.1_5.56_80","2.2","5.1","5.56","80","54.42","603191"
"2.2_5.1_5.7_80","2.2","5.1","5.7","80","55.83","614338"
"2.2_5.1_5.86_80","2.2","5.1","5.86","80","57.44","627077"
"2.2_5.1_6_80","2.2","5.1","6","80","58.85","638225"
"2.2_5.1_6.16_80","2.2","5.1","6.16","80","60.47","650964"
"2.2_5.1_6.3_80","2.2","5.1","6.3","80","61.88","662111"
"2.2_5.1_6.46_80","2.2","5.1","6.46","80","63.49","674851"
"2.2_5.1_6.6_80","2.2","5.1","6.6","80","64.9","685998"
"2.2_5.1_6.76_80","2.2","5.1","6.76","80","66.51","698738"
"2.2_5.1_6.9_80","2.2","5.1","6.9","80","67.92","709885"
"2.2_5.1_7.06_80","2.2","5.1","7.06","80","69.54","722625"
"2.2_5.1_7.2_80","2.2","5.1","7.2","80","70.95","733772"
"2.2_5.1_7.36_80","2.2","5.1","7.36","80","72.56","746511"
"2.2_5.1_7.5_80","2.2","5.1","7.5","80","73.97","757658"
"2.2_5.1_7.66_80","2.2","5.1","7.66","80","75.58","770398"
"2.2_5.1_7.8_80","2.2","5.1","7.8","80","76.99","781545"
"2.2_5.1_7.96_80","2.2","5.1","7.96","80","78.61","794285"
"2.2_5.1_8.1_80","2.2","5.1","8.1","80","80.02","805432"
"2.2_5.1_8.26_80","2.2","5.1","8.26","80","81.63","818172"
"2.2_5.1_8.4_80","2.2","5.1","8.4","80","83.04","829319"
"2.2_5.1_8.56_80","2.2","5.1","8.56","80","84.65","842058"
"2.2_5.1_8.7_80","2.2","5.1","8.7","80","86.06","853206"
"2.2_5.1_8.86_80","2.2","5.1","8.86","80","87.68","865945"
"2.2_5.26_5.26_80","2.2","5.26","5.26","80","53.06","592326"
"2.2_5.26_5.4_80","2.2","5.26","5.4","80","54.52","603721"
"2.2_5.26_5.56_80","2.2","5.26","5.56","80","56.18","616743"
"2.2_5.26_5.7_80","2.2","5.26","5.7","80","57.64","628138"
"2.2_5.26_5.86_80","2.2","5.26","5.86","80","59.3","641160"
"2.2_5.26_6_80","2.2","5.26","6","80","60.76","652555"
"2.2_5.26_6.16_80","2.2","5.26","6.16","80","62.42","665577"
"2.2_5.26_6.3_80","2.2","5.26","6.3","80","63.88","676972"
"2.2_5.26_6.46_80","2.2","5.26","6.46","80","65.55","689994"
"2.2_5.26_6.6_80","2.2","5.26","6.6","80","67","701389"
"2.2_5.26_6.76_80","2.2","5.26","6.76","80","68.67","714411"
"2.2_5.26_6.9_80","2.2","5.26","6.9","80","70.12","725806"
"2.2_5.26_7.06_80","2.2","5.26","7.06","80","71.79","738828"
"2.2_5.26_7.2_80","2.2","5.26","7.2","80","73.24","750223"
"2.2_5.26_7.36_80","2.2","5.26","7.36","80","74.91","763245"
"2.2_5.26_7.5_80","2.2","5.26","7.5","80","76.37","774639"
"2.2_5.26_7.66_80","2.2","5.26","7.66","80","78.03","787662"
"2.2_5.26_7.8_80","2.2","5.26","7.8","80","79.49","799056"
"2.2_5.26_7.96_80","2.2","5.26","7.96","80","81.15","812079"
"2.2_5.26_8.1_80","2.2","5.26","8.1","80","82.61","823473"
"2.2_5.26_8.26_80","2.2","5.26","8.26","80","84.27","836496"
"2.2_5.26_8.4_80","2.2","5.26","8.4","80","85.73","847890"
"2.2_5.26_8.56_80","2.2","5.26","8.56","80","87.39","860913"
"2.2_5.26_8.7_80","2.2","5.26","8.7","80","88.85","872307"
"2.2_5.26_8.86_80","2.2","5.26","8.86","80","90.51","885330"
"2.2_5.26_9_80","2.2","5.26","9","80","91.97","896724"
"2.2_5.4_5.4_80","2.2","5.4","5.4","80","56.01","615332"
"2.2_5.4_5.56_80","2.2","5.4","5.56","80","57.72","628602"
"2.2_5.4_5.7_80","2.2","5.4","5.7","80","59.22","640213"
"2.2_5.4_5.86_80","2.2","5.4","5.86","80","60.93","653483"
"2.2_5.4_6_80","2.2","5.4","6","80","62.43","665094"
"2.2_5.4_6.16_80","2.2","5.4","6.16","80","64.14","678363"
"2.2_5.4_6.3_80","2.2","5.4","6.3","80","65.63","689974"
"2.2_5.4_6.46_80","2.2","5.4","6.46","80","67.34","703244"
"2.2_5.4_6.6_80","2.2","5.4","6.6","80","68.84","714855"
"2.2_5.4_6.76_80","2.2","5.4","6.76","80","70.55","728125"
"2.2_5.4_6.9_80","2.2","5.4","6.9","80","72.05","739736"
"2.2_5.4_7.06_80","2.2","5.4","7.06","80","73.76","753006"
"2.2_5.4_7.2_80","2.2","5.4","7.2","80","75.25","764617"
"2.2_5.4_7.36_80","2.2","5.4","7.36","80","76.97","777887"
"2.2_5.4_7.5_80","2.2","5.4","7.5","80","78.46","789498"
"2.2_5.4_7.66_80","2.2","5.4","7.66","80","80.17","802768"
"2.2_5.4_7.8_80","2.2","5.4","7.8","80","81.67","814379"
"2.2_5.4_7.96_80","2.2","5.4","7.96","80","83.38","827648"
"2.2_5.4_8.1_80","2.2","5.4","8.1","80","84.88","839260"
"2.2_5.4_8.26_80","2.2","5.4","8.26","80","86.59","852529"
"2.2_5.4_8.4_80","2.2","5.4","8.4","80","88.08","864140"
"2.2_5.4_8.56_80","2.2","5.4","8.56","80","89.79","877410"
"2.2_5.4_8.7_80","2.2","5.4","8.7","80","91.29","889021"
"2.2_5.4_8.86_80","2.2","5.4","8.86","80","93","902291"
"2.2_5.4_9_80","2.2","5.4","9","80","94.5","913902"
"2.2_5.4_9.16_80","2.2","5.4","9.16","80","96.21","927172"
"2.2_5.56_5.56_80","2.2","5.56","5.56","80","59.49","642154"
"2.2_5.56_5.7_80","2.2","5.56","5.7","80","61.03","654013"
"2.2_5.56_5.86_80","2.2","5.56","5.86","80","62.79","667565"
"2.2_5.56_6_80","2.2","5.56","6","80","64.33","679424"
"2.2_5.56_6.16_80","2.2","5.56","6.16","80","66.1","692976"
"2.2_5.56_6.3_80","2.2","5.56","6.3","80","67.64","704835"
"2.2_5.56_6.46_80","2.2","5.56","6.46","80","69.4","718387"
"2.2_5.56_6.6_80","2.2","5.56","6.6","80","70.94","730246"
"2.2_5.56_6.76_80","2.2","5.56","6.76","80","72.71","743798"
"2.2_5.56_6.9_80","2.2","5.56","6.9","80","74.25","755657"
"2.2_5.56_7.06_80","2.2","5.56","7.06","80","76.01","769209"
"2.2_5.56_7.2_80","2.2","5.56","7.2","80","77.55","781068"
"2.2_5.56_7.36_80","2.2","5.56","7.36","80","79.32","794620"
"2.2_5.56_7.5_80","2.2","5.56","7.5","80","80.86","806479"
"2.2_5.56_7.66_80","2.2","5.56","7.66","80","82.62","820031"
"2.2_5.56_7.8_80","2.2","5.56","7.8","80","84.16","831890"
"2.2_5.56_7.96_80","2.2","5.56","7.96","80","85.92","845442"
"2.2_5.56_8.1_80","2.2","5.56","8.1","80","87.47","857301"
"2.2_5.56_8.26_80","2.2","5.56","8.26","80","89.23","870853"
"2.2_5.56_8.4_80","2.2","5.56","8.4","80","90.77","882712"
"2.2_5.56_8.56_80","2.2","5.56","8.56","80","92.53","896264"
"2.2_5.56_8.7_80","2.2","5.56","8.7","80","94.08","908123"
"2.2_5.56_8.86_80","2.2","5.56","8.86","80","95.84","921676"
"2.2_5.56_9_80","2.2","5.56","9","80","97.38","933534"
"2.2_5.56_9.16_80","2.2","5.56","9.16","80","99.14","947087"
"2.2_5.56_9.3_80","2.2","5.56","9.3","80","100.69","958945"
"2.46_1.36_1.36_80","2.46","1.36","1.36","80","3.31","123709"
"2.46_1.36_1.66_80","2.46","1.36","1.66","80","4.14","136191"
"2.46_1.36_1.96_80","2.46","1.36","1.96","80","4.97","148672"
"2.46_1.36_2.26_80","2.46","1.36","2.26","80","5.8","161152"
"2.46_1.36_2.4_80","2.46","1.36","2.4","80","6.18","166978"
"2.46_1.36_2.56_80","2.46","1.36","2.56","80","6.62","173634"
"2.46_1.36_2.7_80","2.46","1.36","2.7","80","7.01","179459"
"2.46_1.36_2.86_80","2.46","1.36","2.86","80","7.45","186116"
"2.46_1.36_3_80","2.46","1.36","3","80","7.84","191939"
"2.46_1.36_3.16_80","2.46","1.36","3.16","80","8.28","198597"
"2.46_1.36_3.3_80","2.46","1.36","3.3","80","8.67","204421"
"2.46_1.36_3.46_80","2.46","1.36","3.46","80","9.11","211078"
"2.46_1.36_3.6_80","2.46","1.36","3.6","80","9.49","216902"
"2.46_1.36_3.76_80","2.46","1.36","3.76","80","9.94","223559"
"2.46_1.36_3.9_80","2.46","1.36","3.9","80","10.32","229384"
"2.46_1.36_4.06_80","2.46","1.36","4.06","80","10.76","236041"
"2.46_1.36_4.2_80","2.46","1.36","4.2","80","11.15","241865"
"2.46_1.66_1.66_80","2.46","1.66","1.66","80","5.18","149665"
"2.46_1.66_1.96_80","2.46","1.66","1.96","80","6.21","163141"
"2.46_1.66_2.26_80","2.46","1.66","2.26","80","7.25","176541"
"2.46_1.66_2.4_80","2.46","1.66","2.4","80","7.73","182904"
"2.46_1.66_2.56_80","2.46","1.66","2.56","80","8.28","190091"
"2.46_1.66_2.7_80","2.46","1.66","2.7","80","8.76","196380"
"2.46_1.66_2.86_80","2.46","1.66","2.86","80","9.32","203567"
"2.46_1.66_3_80","2.46","1.66","3","80","9.8","209856"
"2.46_1.66_3.16_80","2.46","1.66","3.16","80","10.35","220298"
"2.46_1.66_3.3_80","2.46","1.66","3.3","80","10.83","225907"
"2.46_1.66_3.46_80","2.46","1.66","3.46","80","11.39","230518"
"2.46_1.66_3.6_80","2.46","1.66","3.6","80","11.87","236806"
"2.46_1.66_3.76_80","2.46","1.66","3.76","80","12.42","243992"
"2.46_1.66_3.9_80","2.46","1.66","3.9","80","12.9","250281"
"2.46_1.66_4.06_80","2.46","1.66","4.06","80","13.46","257468"
"2.46_1.66_4.2_80","2.46","1.66","4.2","80","13.94","263757"
"2.46_1.66_4.36_80","2.46","1.66","4.36","80","14.49","270944"
"2.46_1.66_4.5_80","2.46","1.66","4.5","80","14.97","277232"
"2.46_1.96_1.96_80","2.46","1.96","1.96","80","7.45","177610"
"2.46_1.96_2.26_80","2.46","1.96","2.26","80","8.69","192080"
"2.46_1.96_2.4_80","2.46","1.96","2.4","80","9.27","198832"
"2.46_1.96_2.56_80","2.46","1.96","2.56","80","9.94","206549"
"2.46_1.96_2.7_80","2.46","1.96","2.7","80","10.52","213301"
"2.46_1.96_2.86_80","2.46","1.96","2.86","80","11.18","221018"
"2.46_1.96_3_80","2.46","1.96","3","80","11.76","227771"
"2.46_1.96_3.16_80","2.46","1.96","3.16","80","12.42","235488"
"2.46_1.96_3.3_80","2.46","1.96","3.3","80","13","242240"
"2.46_1.96_3.46_80","2.46","1.96","3.46","80","13.66","249957"
"2.46_1.96_3.6_80","2.46","1.96","3.6","80","14.24","256709"
"2.46_1.96_3.76_80","2.46","1.96","3.76","80","14.9","264426"
"2.46_1.96_3.9_80","2.46","1.96","3.9","80","15.48","271179"
"2.46_1.96_4.06_80","2.46","1.96","4.06","80","16.15","278896"
"2.46_1.96_4.2_80","2.46","1.96","4.2","80","16.73","285648"
"2.46_1.96_4.36_80","2.46","1.96","4.36","80","17.39","293365"
"2.46_1.96_4.5_80","2.46","1.96","4.5","80","17.97","300117"
"2.46_1.96_4.66_80","2.46","1.96","4.66","80","18.63","307834"
"2.46_1.96_4.8_80","2.46","1.96","4.8","80","19.21","314587"
"2.46_2.26_2.26_80","2.46","2.26","2.26","80","10.14","207543"
"2.46_2.26_2.4_80","2.46","2.26","2.4","80","10.82","214760"
"2.46_2.26_2.56_80","2.46","2.26","2.56","80","11.59","223007"
"2.46_2.26_2.7_80","2.46","2.26","2.7","80","12.27","230223"
"2.46_2.26_2.86_80","2.46","2.26","2.86","80","13.04","238470"
"2.46_2.26_3_80","2.46","2.26","3","80","13.72","245686"
"2.46_2.26_3.16_80","2.46","2.26","3.16","80","14.49","253934"
"2.46_2.26_3.3_80","2.46","2.26","3.3","80","15.17","261150"
"2.46_2.26_3.46_80","2.46","2.26","3.46","80","15.94","269397"
"2.46_2.26_3.6_80","2.46","2.26","3.6","80","16.62","276613"
"2.46_2.26_3.76_80","2.46","2.26","3.76","80","17.39","284860"
"2.46_2.26_3.9_80","2.46","2.26","3.9","80","18.06","292077"
"2.46_2.26_4.06_80","2.46","2.26","4.06","80","18.84","300324"
"2.46_2.26_4.2_80","2.46","2.26","4.2","80","19.51","307540"
"2.46_2.26_4.36_80","2.46","2.26","4.36","80","20.29","315787"
"2.46_2.26_4.5_80","2.46","2.26","4.5","80","20.96","323003"
"2.46_2.26_4.66_80","2.46","2.26","4.66","80","21.74","339232"
"2.46_2.26_4.8_80","2.46","2.26","4.8","80","22.41","338467"
"2.46_2.26_4.96_80","2.46","2.26","4.96","80","23.18","346714"
"2.46_2.26_5.1_80","2.46","2.26","5.1","80","23.86","353931"
"2.46_2.4_2.4_80","2.46","2.4","2.4","80","11.54","222192"
"2.46_2.4_2.56_80","2.46","2.4","2.56","80","12.36","230686"
"2.46_2.4_2.7_80","2.46","2.4","2.7","80","13.09","238120"
"2.46_2.4_2.86_80","2.46","2.4","2.86","80","13.91","246614"
"2.46_2.4_3_80","2.46","2.4","3","80","14.63","254046"
"2.46_2.4_3.16_80","2.46","2.4","3.16","80","15.46","262542"
"2.46_2.4_3.3_80","2.46","2.4","3.3","80","16.18","269974"
"2.46_2.4_3.46_80","2.46","2.4","3.46","80","17","278469"
"2.46_2.4_3.6_80","2.46","2.4","3.6","80","17.72","285902"
"2.46_2.4_3.76_80","2.46","2.4","3.76","80","18.55","294396"
"2.46_2.4_3.9_80","2.46","2.4","3.9","80","19.27","301829"
"2.46_2.4_4.06_80","2.46","2.4","4.06","80","20.09","310324"
"2.46_2.4_4.2_80","2.46","2.4","4.2","80","20.81","317756"
"2.46_2.4_4.36_80","2.46","2.4","4.36","80","21.64","326251"
"2.46_2.4_4.5_80","2.46","2.4","4.5","80","22.36","333684"
"2.46_2.4_4.66_80","2.46","2.4","4.66","80","23.18","342178"
"2.46_2.4_4.8_80","2.46","2.4","4.8","80","23.91","349611"
"2.46_2.4_4.96_80","2.46","2.4","4.96","80","24.73","358105"
"2.46_2.4_5.1_80","2.46","2.4","5.1","80","25.45","365539"
"2.46_2.4_5.26_80","2.46","2.4","5.26","80","26.28","374033"
"2.46_2.56_2.56_80","2.46","2.56","2.56","80","13.25","239465"
"2.46_2.56_2.7_80","2.46","2.56","2.7","80","14.02","247139"
"2.46_2.56_2.86_80","2.46","2.56","2.86","80","14.9","255921"
"2.46_2.56_3_80","2.46","2.56","3","80","15.68","263602"
"2.46_2.56_3.16_80","2.46","2.56","3.16","80","16.56","272379"
"2.46_2.56_3.3_80","2.46","2.56","3.3","80","17.33","280060"
"2.46_2.56_3.46_80","2.46","2.56","3.46","80","18.22","288837"
"2.46_2.56_3.6_80","2.46","2.56","3.6","80","18.99","296517"
"2.46_2.56_3.76_80","2.46","2.56","3.76","80","19.87","305294"
"2.46_2.56_3.9_80","2.46","2.56","3.9","80","20.64","312975"
"2.46_2.56_4.06_80","2.46","2.56","4.06","80","21.53","330402"
"2.46_2.56_4.2_80","2.46","2.56","4.2","80","22.3","329432"
"2.46_2.56_4.36_80","2.46","2.56","4.36","80","23.18","348623"
"2.46_2.56_4.5_80","2.46","2.56","4.5","80","23.96","345889"
"2.46_2.56_4.66_80","2.46","2.56","4.66","80","24.84","354667"
"2.46_2.56_4.8_80","2.46","2.56","4.8","80","25.61","362347"
"2.46_2.56_4.96_80","2.46","2.56","4.96","80","26.5","371124"
"2.46_2.56_5.1_80","2.46","2.56","5.1","80","27.27","378805"
"2.46_2.56_5.26_80","2.46","2.56","5.26","80","28.15","391357"
"2.46_2.56_5.4_80","2.46","2.56","5.4","80","28.92","395262"
"2.46_2.56_5.56_80","2.46","2.56","5.56","80","29.81","404039"
"2.46_2.56_5.7_80","2.46","2.56","5.7","80","30.58","411720"
"2.46_2.56_5.86_80","2.46","2.56","5.86","80","31.46","420497"
